:START_ID(Flight),:END_ID(Delay)
FL22630,DLY08274
FL22631,DLY08275
FL22633,DLY08276
FL22635,DLY08277
FL22636,DLY08278
FL22641,DLY08279
FL22643,DLY08280
FL22645,DLY08281
FL22646,DLY08282
FL22647,DLY08283
FL22649,DLY08284
FL22650,DLY08285
FL22651,DLY08286
FL22652,DLY08287
FL22653,DLY08288
FL22658,DLY08289
FL22660,DLY08290
FL22661,DLY08291
FL22664,DLY08292
FL22665,DLY08293
FL22667,DLY08294
FL22673,DLY08295
FL22676,DLY08296
FL22678,DLY08297
FL22682,DLY08298
FL22692,DLY08299
FL22693,DLY08300
FL22694,DLY08301
FL22696,DLY08302
FL22700,DLY08303
FL22701,DLY08304
FL22702,DLY08305
FL22703,DLY08306
FL22704,DLY08307
FL22705,DLY08308
FL22706,DLY08309
FL22707,DLY08310
FL22708,DLY08311
FL22709,DLY08312
FL22710,DLY08313
FL22711,DLY08314
FL22712,DLY08315
FL22713,DLY08316
FL22714,DLY08317
FL22716,DLY08318
FL22717,DLY08319
FL22723,DLY08320
FL22724,DLY08321
FL22725,DLY08322
FL22736,DLY08323
FL22740,DLY08324
FL22741,DLY08325
FL22744,DLY08326
FL22747,DLY08327
FL22748,DLY08328
FL22751,DLY08329
FL22755,DLY08330
FL22758,DLY08331
FL22759,DLY08332
FL22762,DLY08333
FL22765,DLY08334
FL22766,DLY08335
FL22768,DLY08336
FL22770,DLY08337
FL22773,DLY08338
FL22774,DLY08339
FL22779,DLY08340
FL22780,DLY08341
FL22783,DLY08342
FL22784,DLY08343
FL22785,DLY08344
FL22786,DLY08345
FL22787,DLY08346
FL22790,DLY08347
FL22792,DLY08348
FL22793,DLY08349
FL22795,DLY08350
FL22798,DLY08351
FL22803,DLY08352
FL22806,DLY08353
FL22808,DLY08354
FL22810,DLY08355
FL22819,DLY08356
FL22820,DLY08357
FL22822,DLY08358
FL22823,DLY08359
FL22824,DLY08360
FL22826,DLY08361
FL22830,DLY08362
FL22832,DLY08363
FL22835,DLY08364
FL22836,DLY08365
FL22837,DLY08366
FL22843,DLY08367
FL22844,DLY08368
FL22845,DLY08369
FL22846,DLY08370
FL22849,DLY08371
FL22852,DLY08372
FL22855,DLY08373
FL22856,DLY08374
FL22860,DLY08375
FL22863,DLY08376
FL22865,DLY08377
FL22867,DLY08378
FL22868,DLY08379
FL22871,DLY08380
FL22872,DLY08381
FL22875,DLY08382
FL22878,DLY08383
FL22879,DLY08384
FL22884,DLY08385
FL22886,DLY08386
FL22889,DLY08387
FL22891,DLY08388
FL22895,DLY08389
FL22899,DLY08390
FL22900,DLY08391
FL22911,DLY08392
FL22914,DLY08393
FL22918,DLY08394
FL22921,DLY08395
FL22922,DLY08396
FL22924,DLY08397
FL22925,DLY08398
FL22929,DLY08399
FL22930,DLY08400
FL22932,DLY08401
FL22933,DLY08402
FL22934,DLY08403
FL22935,DLY08404
FL22937,DLY08405
FL22943,DLY08406
FL22944,DLY08407
FL22946,DLY08408
FL22950,DLY08409
FL22952,DLY08410
FL22955,DLY08411
FL22958,DLY08412
FL22960,DLY08413
FL22961,DLY08414
FL22965,DLY08415
FL22966,DLY08416
FL22967,DLY08417
FL22970,DLY08418
FL22972,DLY08419
FL22973,DLY08420
FL22977,DLY08421
FL22978,DLY08422
FL22980,DLY08423
FL22982,DLY08424
FL22987,DLY08425
FL22989,DLY08426
FL22991,DLY08427
FL22992,DLY08428
FL23003,DLY08429
FL23004,DLY08430
FL23005,DLY08431
FL23006,DLY08432
FL23010,DLY08433
FL23012,DLY08434
FL23013,DLY08435
FL23017,DLY08436
FL23022,DLY08437
FL23023,DLY08438
FL23027,DLY08439
FL23029,DLY08440
FL23030,DLY08441
FL23031,DLY08442
FL23033,DLY08443
FL23035,DLY08444
FL23037,DLY08445
FL23038,DLY08446
FL23039,DLY08447
FL23040,DLY08448
FL23041,DLY08449
FL23042,DLY08450
FL23043,DLY08451
FL23044,DLY08452
FL23046,DLY08453
FL23047,DLY08454
FL23048,DLY08455
FL23049,DLY08456
FL23050,DLY08457
FL23052,DLY08458
FL23053,DLY08459
FL23058,DLY08460
FL23061,DLY08461
FL23062,DLY08462
FL23063,DLY08463
FL23065,DLY08464
FL23066,DLY08465
FL23069,DLY08466
FL23070,DLY08467
FL23073,DLY08468
FL23074,DLY08469
FL23076,DLY08470
FL23077,DLY08471
FL23079,DLY08472
FL23080,DLY08473
FL23082,DLY08474
FL23087,DLY08475
FL23088,DLY08476
FL23091,DLY08477
FL23092,DLY08478
FL23093,DLY08479
FL23095,DLY08480
FL23098,DLY08481
FL23101,DLY08482
FL23103,DLY08483
FL23107,DLY08484
FL23108,DLY08485
FL23110,DLY08486
FL23112,DLY08487
FL23113,DLY08488
FL23114,DLY08489
FL23115,DLY08490
FL23116,DLY08491
FL23117,DLY08492
FL23118,DLY08493
FL23120,DLY08494
FL23121,DLY08495
FL23124,DLY08496
FL23125,DLY08497
FL23129,DLY08498
FL23130,DLY08499
FL23131,DLY08500
FL23132,DLY08501
FL23134,DLY08502
FL23138,DLY08503
FL23140,DLY08504
FL23147,DLY08505
FL23148,DLY08506
FL23156,DLY08507
FL23157,DLY08508
FL23158,DLY08509
FL23160,DLY08510
FL23163,DLY08511
FL23166,DLY08512
FL23168,DLY08513
FL23169,DLY08514
FL23170,DLY08515
FL23173,DLY08516
FL23174,DLY08517
FL23176,DLY08518
FL23177,DLY08519
FL23179,DLY08520
FL23180,DLY08521
FL23182,DLY08522
FL23185,DLY08523
FL23189,DLY08524
FL23191,DLY08525
FL23193,DLY08526
FL23195,DLY08527
FL23196,DLY08528
FL23198,DLY08529
FL23200,DLY08530
FL23205,DLY08531
FL23207,DLY08532
FL23211,DLY08533
FL23213,DLY08534
FL23214,DLY08535
FL23218,DLY08536
FL23220,DLY08537
FL23224,DLY08538
FL23226,DLY08539
FL23227,DLY08540
FL23228,DLY08541
FL23230,DLY08542
FL23233,DLY08543
FL23234,DLY08544
FL23235,DLY08545
FL23236,DLY08546
FL23238,DLY08547
FL23239,DLY08548
FL23243,DLY08549
FL23244,DLY08550
FL23249,DLY08551
FL23252,DLY08552
FL23257,DLY08553
FL23258,DLY08554
FL23260,DLY08555
FL23261,DLY08556
FL23264,DLY08557
FL23265,DLY08558
FL23266,DLY08559
FL23269,DLY08560
FL23270,DLY08561
FL23271,DLY08562
FL23274,DLY08563
FL23275,DLY08564
FL23278,DLY08565
FL23284,DLY08566
FL23285,DLY08567
FL23289,DLY08568
FL23292,DLY08569
FL23293,DLY08570
FL23294,DLY08571
FL23297,DLY08572
FL23298,DLY08573
FL23299,DLY08574
FL23304,DLY08575
FL23308,DLY08576
FL23309,DLY08577
FL23311,DLY08578
FL23313,DLY08579
FL23314,DLY08580
FL23315,DLY08581
FL23316,DLY08582
FL23317,DLY08583
FL23319,DLY08584
FL23321,DLY08585
FL23322,DLY08586
FL23324,DLY08587
FL23327,DLY08588
FL23332,DLY08589
FL23336,DLY08590
FL23339,DLY08591
FL23343,DLY08592
FL23345,DLY08593
FL23346,DLY08594
FL23347,DLY08595
FL23348,DLY08596
FL23350,DLY08597
FL23351,DLY08598
FL23352,DLY08599
FL23353,DLY08600
FL23356,DLY08601
FL23358,DLY08602
FL23360,DLY08603
FL23361,DLY08604
FL23362,DLY08605
FL23372,DLY08606
FL23373,DLY08607
FL23378,DLY08608
FL23379,DLY08609
FL23380,DLY08610
FL23382,DLY08611
FL23383,DLY08612
FL23385,DLY08613
FL23388,DLY08614
FL23389,DLY08615
FL23390,DLY08616
FL23392,DLY08617
FL23394,DLY08618
FL23395,DLY08619
FL23396,DLY08620
FL23398,DLY08621
FL23399,DLY08622
FL23400,DLY08623
FL23401,DLY08624
FL23403,DLY08625
FL23405,DLY08626
FL23407,DLY08627
FL23408,DLY08628
FL23409,DLY08629
FL23415,DLY08630
FL23417,DLY08631
FL23419,DLY08632
FL23420,DLY08633
FL23422,DLY08634
FL23423,DLY08635
FL23427,DLY08636
FL23428,DLY08637
FL23430,DLY08638
FL23431,DLY08639
FL23434,DLY08640
FL23442,DLY08641
FL23444,DLY08642
FL23446,DLY08643
FL23449,DLY08644
FL23453,DLY08645
FL23455,DLY08646
FL23456,DLY08647
FL23458,DLY08648
FL23460,DLY08649
FL23461,DLY08650
FL23462,DLY08651
FL23464,DLY08652
FL23469,DLY08653
FL23470,DLY08654
FL23472,DLY08655
FL23473,DLY08656
FL23474,DLY08657
FL23478,DLY08658
FL23479,DLY08659
FL23481,DLY08660
FL23483,DLY08661
FL23490,DLY08662
FL23491,DLY08663
FL23492,DLY08664
FL23493,DLY08665
FL23494,DLY08666
FL23496,DLY08667
FL23498,DLY08668
FL23502,DLY08669
FL23503,DLY08670
FL23505,DLY08671
FL23514,DLY08672
FL23516,DLY08673
FL23517,DLY08674
FL23524,DLY08675
FL23525,DLY08676
FL23527,DLY08677
FL23529,DLY08678
FL23531,DLY08679
FL23533,DLY08680
FL23535,DLY08681
FL23538,DLY08682
FL23540,DLY08683
FL23541,DLY08684
FL23544,DLY08685
FL23546,DLY08686
FL23547,DLY08687
FL23549,DLY08688
FL23550,DLY08689
FL23554,DLY08690
FL23556,DLY08691
FL23557,DLY08692
FL23559,DLY08693
FL23562,DLY08694
FL23564,DLY08695
FL23565,DLY08696
FL23566,DLY08697
FL23568,DLY08698
FL23571,DLY08699
FL23572,DLY08700
FL23573,DLY08701
FL23574,DLY08702
FL23575,DLY08703
FL23582,DLY08704
FL23585,DLY08705
FL23586,DLY08706
FL23588,DLY08707
FL23590,DLY08708
FL23591,DLY08709
FL23594,DLY08710
FL23595,DLY08711
FL23596,DLY08712
FL23597,DLY08713
FL23598,DLY08714
FL23600,DLY08715
FL23601,DLY08716
FL23604,DLY08717
FL23606,DLY08718
FL23607,DLY08719
FL23608,DLY08720
FL23610,DLY08721
FL23615,DLY08722
FL23619,DLY08723
FL23620,DLY08724
FL23622,DLY08725
FL23623,DLY08726
FL23625,DLY08727
FL23626,DLY08728
FL23627,DLY08729
FL23628,DLY08730
FL23630,DLY08731
FL23631,DLY08732
FL23638,DLY08733
FL23643,DLY08734
FL23644,DLY08735
FL23645,DLY08736
FL23648,DLY08737
FL23649,DLY08738
FL23651,DLY08739
FL23652,DLY08740
FL23664,DLY08741
FL23665,DLY08742
FL23667,DLY08743
FL23671,DLY08744
FL23673,DLY08745
FL23674,DLY08746
FL23675,DLY08747
FL23677,DLY08748
FL23678,DLY08749
FL23681,DLY08750
FL23683,DLY08751
FL23684,DLY08752
FL23688,DLY08753
FL23691,DLY08754
FL23694,DLY08755
FL23697,DLY08756
FL23699,DLY08757
FL23701,DLY08758
FL23703,DLY08759
FL23706,DLY08760
FL23708,DLY08761
FL23709,DLY08762
FL23710,DLY08763
FL23711,DLY08764
FL23712,DLY08765
FL23717,DLY08766
FL23719,DLY08767
FL23720,DLY08768
FL23721,DLY08769
FL23725,DLY08770
FL23726,DLY08771
FL23729,DLY08772
FL23732,DLY08773
FL23733,DLY08774
FL23734,DLY08775
FL23735,DLY08776
FL23738,DLY08777
FL23747,DLY08778
FL23749,DLY08779
FL23756,DLY08780
FL23757,DLY08781
FL23760,DLY08782
FL23763,DLY08783
FL23767,DLY08784
FL23768,DLY08785
FL23770,DLY08786
FL23775,DLY08787
FL23776,DLY08788
FL23780,DLY08789
FL23782,DLY08790
FL23790,DLY08791
FL23791,DLY08792
FL23794,DLY08793
FL23796,DLY08794
FL23797,DLY08795
FL23799,DLY08796
FL23802,DLY08797
FL23803,DLY08798
FL23804,DLY08799
FL23805,DLY08800
FL23806,DLY08801
FL23807,DLY08802
FL23810,DLY08803
FL23811,DLY08804
FL23812,DLY08805
FL23813,DLY08806
FL23817,DLY08807
FL23818,DLY08808
FL23819,DLY08809
FL23820,DLY08810
FL23821,DLY08811
FL23823,DLY08812
FL23824,DLY08813
FL23825,DLY08814
FL23826,DLY08815
FL23827,DLY08816
FL23832,DLY08817
FL23833,DLY08818
FL23837,DLY08819
FL23838,DLY08820
FL23841,DLY08821
FL23843,DLY08822
FL23846,DLY08823
FL23852,DLY08824
FL23857,DLY08825
FL23858,DLY08826
FL23863,DLY08827
FL23865,DLY08828
FL23868,DLY08829
FL23872,DLY08830
FL23875,DLY08831
FL23879,DLY08832
FL23883,DLY08833
FL23885,DLY08834
FL23886,DLY08835
FL23887,DLY08836
FL23888,DLY08837
FL23890,DLY08838
FL23894,DLY08839
FL23895,DLY08840
FL23897,DLY08841
FL23898,DLY08842
FL23901,DLY08843
FL23904,DLY08844
FL23905,DLY08845
FL23906,DLY08846
FL23907,DLY08847
FL23908,DLY08848
FL23910,DLY08849
FL23913,DLY08850
FL23917,DLY08851
FL23918,DLY08852
FL23921,DLY08853
FL23926,DLY08854
FL23931,DLY08855
FL23933,DLY08856
FL23936,DLY08857
FL23937,DLY08858
FL23941,DLY08859
FL23942,DLY08860
FL23956,DLY08861
FL23958,DLY08862
FL23959,DLY08863
FL23964,DLY08864
FL23965,DLY08865
FL23970,DLY08866
FL23973,DLY08867
FL23975,DLY08868
FL23977,DLY08869
FL23978,DLY08870
FL23979,DLY08871
FL23983,DLY08872
FL23987,DLY08873
FL23988,DLY08874
FL23989,DLY08875
FL23991,DLY08876
FL23993,DLY08877
FL24001,DLY08878
FL24006,DLY08879
FL24009,DLY08880
FL24010,DLY08881
FL24014,DLY08882
FL24017,DLY08883
FL24020,DLY08884
FL24021,DLY08885
FL24025,DLY08886
FL24027,DLY08887
FL24028,DLY08888
FL24031,DLY08889
FL24032,DLY08890
FL24033,DLY08891
FL24037,DLY08892
FL24044,DLY08893
FL24049,DLY08894
FL24051,DLY08895
FL24054,DLY08896
FL24055,DLY08897
FL24058,DLY08898
FL24059,DLY08899
FL24061,DLY08900
FL24067,DLY08901
FL24069,DLY08902
FL24072,DLY08903
FL24074,DLY08904
FL24076,DLY08905
FL24077,DLY08906
FL24078,DLY08907
FL24085,DLY08908
FL24088,DLY08909
FL24090,DLY08910
FL24091,DLY08911
FL24092,DLY08912
FL24096,DLY08913
FL24098,DLY08914
FL24100,DLY08915
FL24102,DLY08916
FL24103,DLY08917
FL24111,DLY08918
FL24119,DLY08919
FL24122,DLY08920
FL24125,DLY08921
FL24133,DLY08922
FL24137,DLY08923
FL24141,DLY08924
FL24150,DLY08925
FL24154,DLY08926
FL24158,DLY08927
FL24162,DLY08928
FL24166,DLY08929
FL24167,DLY08930
FL24169,DLY08931
FL24171,DLY08932
FL24175,DLY08933
FL24176,DLY08934
FL24181,DLY08935
FL24182,DLY08936
FL24185,DLY08937
FL24186,DLY08938
FL24190,DLY08939
FL24198,DLY08940
FL24199,DLY08941
FL24207,DLY08942
FL24211,DLY08943
FL24214,DLY08944
FL24215,DLY08945
FL24219,DLY08946
FL24220,DLY08947
FL24222,DLY08948
FL24223,DLY08949
FL24224,DLY08950
FL24225,DLY08951
FL24227,DLY08952
FL24228,DLY08953
FL24233,DLY08954
FL24236,DLY08955
FL24237,DLY08956
FL24238,DLY08957
FL24239,DLY08958
FL24240,DLY08959
FL24242,DLY08960
FL24243,DLY08961
FL24245,DLY08962
FL24246,DLY08963
FL24248,DLY08964
FL24251,DLY08965
FL24253,DLY08966
FL24254,DLY08967
FL24255,DLY08968
FL24260,DLY08969
FL24261,DLY08970
FL24262,DLY08971
FL24269,DLY08972
FL24270,DLY08973
FL24272,DLY08974
FL24273,DLY08975
FL24277,DLY08976
FL24279,DLY08977
FL24280,DLY08978
FL24281,DLY08979
FL24282,DLY08980
FL24287,DLY08981
FL24288,DLY08982
FL24292,DLY08983
FL24294,DLY08984
FL24295,DLY08985
FL24297,DLY08986
FL24301,DLY08987
FL24304,DLY08988
FL24305,DLY08989
FL24306,DLY08990
FL24307,DLY08991
FL24310,DLY08992
FL24315,DLY08993
FL24320,DLY08994
FL24322,DLY08995
FL24323,DLY08996
FL24325,DLY08997
FL24329,DLY08998
FL24331,DLY08999
FL24333,DLY09000
FL24339,DLY09001
FL24346,DLY09002
FL24351,DLY09003
FL24352,DLY09004
FL24354,DLY09005
FL24355,DLY09006
FL24359,DLY09007
FL24363,DLY09008
FL24367,DLY09009
FL24368,DLY09010
FL24371,DLY09011
FL24372,DLY09012
FL24374,DLY09013
FL24377,DLY09014
FL24381,DLY09015
FL24383,DLY09016
FL24384,DLY09017
FL24386,DLY09018
FL24389,DLY09019
FL24391,DLY09020
FL24396,DLY09021
FL24399,DLY09022
FL24400,DLY09023
FL24401,DLY09024
FL24402,DLY09025
FL24405,DLY09026
FL24410,DLY09027
FL24411,DLY09028
FL24413,DLY09029
FL24416,DLY09030
FL24418,DLY09031
FL24421,DLY09032
FL24427,DLY09033
FL24433,DLY09034
FL24436,DLY09035
FL24438,DLY09036
FL24440,DLY09037
FL24441,DLY09038
FL24442,DLY09039
FL24445,DLY09040
FL24453,DLY09041
FL24454,DLY09042
FL24460,DLY09043
FL24461,DLY09044
FL24463,DLY09045
FL24466,DLY09046
FL24467,DLY09047
FL24468,DLY09048
FL24470,DLY09049
FL24471,DLY09050
FL24475,DLY09051
FL24479,DLY09052
FL24481,DLY09053
FL24485,DLY09054
FL24489,DLY09055
FL24490,DLY09056
FL24491,DLY09057
FL24493,DLY09058
FL24499,DLY09059
FL24501,DLY09060
FL24503,DLY09061
FL24504,DLY09062
FL24505,DLY09063
FL24507,DLY09064
FL24508,DLY09065
FL24509,DLY09066
FL24510,DLY09067
FL24512,DLY09068
FL24513,DLY09069
FL24515,DLY09070
FL24516,DLY09071
FL24517,DLY09072
FL24519,DLY09073
FL24520,DLY09074
FL24521,DLY09075
FL24524,DLY09076
FL24528,DLY09077
FL24532,DLY09078
FL24535,DLY09079
FL24536,DLY09080
FL24538,DLY09081
FL24539,DLY09082
FL24545,DLY09083
FL24552,DLY09084
FL24556,DLY09085
FL24557,DLY09086
FL24558,DLY09087
FL24560,DLY09088
FL24562,DLY09089
FL24569,DLY09090
FL24570,DLY09091
FL24571,DLY09092
FL24574,DLY09093
FL24575,DLY09094
FL24578,DLY09095
FL24579,DLY09096
FL24581,DLY09097
FL24582,DLY09098
FL24583,DLY09099
FL24588,DLY09100
FL24592,DLY09101
FL24595,DLY09102
FL24596,DLY09103
FL24601,DLY09104
FL24607,DLY09105
FL24612,DLY09106
FL24615,DLY09107
FL24617,DLY09108
FL24623,DLY09109
FL24626,DLY09110
FL24627,DLY09111
FL24637,DLY09112
FL24641,DLY09113
FL24643,DLY09114
FL24644,DLY09115
FL24664,DLY09116
FL24666,DLY09117
FL24668,DLY09118
FL24676,DLY09119
FL24677,DLY09120
FL24680,DLY09121
FL24681,DLY09122
FL24682,DLY09123
FL24685,DLY09124
FL24690,DLY09125
FL24692,DLY09126
FL24694,DLY09127
FL24695,DLY09128
FL24696,DLY09129
FL24699,DLY09130
FL24707,DLY09131
FL24709,DLY09132
FL24716,DLY09133
FL24718,DLY09134
FL24719,DLY09135
FL24728,DLY09136
FL24729,DLY09137
FL24731,DLY09138
FL24736,DLY09139
FL24742,DLY09140
FL24744,DLY09141
FL24750,DLY09142
FL24752,DLY09143
FL24753,DLY09144
FL24762,DLY09145
FL24765,DLY09146
FL24766,DLY09147
FL24768,DLY09148
FL24769,DLY09149
FL24770,DLY09150
FL24773,DLY09151
FL24774,DLY09152
FL24775,DLY09153
FL24776,DLY09154
FL24778,DLY09155
FL24780,DLY09156
FL24781,DLY09157
FL24783,DLY09158
FL24785,DLY09159
FL24786,DLY09160
FL24787,DLY09161
FL24790,DLY09162
FL24791,DLY09163
FL24793,DLY09164
FL24795,DLY09165
FL24796,DLY09166
FL24798,DLY09167
FL24803,DLY09168
FL24805,DLY09169
FL24806,DLY09170
FL24807,DLY09171
FL24808,DLY09172
FL24809,DLY09173
FL24810,DLY09174
FL24811,DLY09175
FL24812,DLY09176
FL24814,DLY09177
FL24816,DLY09178
FL24817,DLY09179
FL24821,DLY09180
FL24822,DLY09181
FL24823,DLY09182
FL24824,DLY09183
FL24825,DLY09184
FL24826,DLY09185
FL24827,DLY09186
FL24828,DLY09187
FL24829,DLY09188
FL24832,DLY09189
FL24833,DLY09190
FL24838,DLY09191
FL24847,DLY09192
FL24854,DLY09193
FL24856,DLY09194
FL24857,DLY09195
FL24859,DLY09196
FL24860,DLY09197
FL24864,DLY09198
FL24865,DLY09199
FL24866,DLY09200
FL24877,DLY09201
FL24878,DLY09202
FL24879,DLY09203
FL24885,DLY09204
FL24888,DLY09205
FL24894,DLY09206
FL24898,DLY09207
FL24899,DLY09208
FL24901,DLY09209
FL24908,DLY09210
FL24911,DLY09211
FL24913,DLY09212
FL24917,DLY09213
FL24919,DLY09214
FL24920,DLY09215
FL24922,DLY09216
FL24927,DLY09217
FL24929,DLY09218
FL24930,DLY09219
FL24935,DLY09220
FL24937,DLY09221
FL24939,DLY09222
FL24946,DLY09223
FL24951,DLY09224
FL24954,DLY09225
FL24955,DLY09226
FL24957,DLY09227
FL24958,DLY09228
FL24965,DLY09229
FL24967,DLY09230
FL24976,DLY09231
FL24977,DLY09232
FL24981,DLY09233
FL24983,DLY09234
FL24985,DLY09235
FL24989,DLY09236
FL24991,DLY09237
FL24994,DLY09238
FL24995,DLY09239
FL24996,DLY09240
FL25000,DLY09241
FL25002,DLY09242
FL25022,DLY09243
FL25027,DLY09244
FL25029,DLY09245
FL25036,DLY09246
FL25042,DLY09247
FL25044,DLY09248
FL25045,DLY09249
FL25048,DLY09250
FL25050,DLY09251
FL25051,DLY09252
FL25053,DLY09253
FL25055,DLY09254
FL25058,DLY09255
FL25060,DLY09256
FL25084,DLY09257
FL25085,DLY09258
FL25086,DLY09259
FL25088,DLY09260
FL25089,DLY09261
FL25091,DLY09262
FL25093,DLY09263
FL25096,DLY09264
FL25098,DLY09265
FL25099,DLY09266
FL25101,DLY09267
FL25102,DLY09268
FL25103,DLY09269
FL25107,DLY09270
FL25108,DLY09271
FL25111,DLY09272
FL25112,DLY09273
FL25116,DLY09274
FL25117,DLY09275
FL25118,DLY09276
FL25120,DLY09277
FL25123,DLY09278
FL25124,DLY09279
FL25125,DLY09280
FL25130,DLY09281
FL25133,DLY09282
FL25134,DLY09283
FL25135,DLY09284
FL25138,DLY09285
FL25140,DLY09286
FL25142,DLY09287
FL25143,DLY09288
FL25144,DLY09289
FL25146,DLY09290
FL25149,DLY09291
FL25150,DLY09292
FL25152,DLY09293
FL25154,DLY09294
FL25156,DLY09295
FL25158,DLY09296
FL25160,DLY09297
FL25161,DLY09298
FL25162,DLY09299
FL25163,DLY09300
FL25164,DLY09301
FL25165,DLY09302
FL25167,DLY09303
FL25168,DLY09304
FL25169,DLY09305
FL25171,DLY09306
FL25175,DLY09307
FL25178,DLY09308
FL25185,DLY09309
FL25186,DLY09310
FL25187,DLY09311
FL25188,DLY09312
FL25190,DLY09313
FL25191,DLY09314
FL25194,DLY09315
FL25196,DLY09316
FL25198,DLY09317
FL25199,DLY09318
FL25200,DLY09319
FL25203,DLY09320
FL25204,DLY09321
FL25205,DLY09322
FL25209,DLY09323
FL25212,DLY09324
FL25214,DLY09325
FL25215,DLY09326
FL25216,DLY09327
FL25217,DLY09328
FL25220,DLY09329
FL25221,DLY09330
FL25222,DLY09331
FL25223,DLY09332
FL25224,DLY09333
FL25225,DLY09334
FL25226,DLY09335
FL25227,DLY09336
FL25229,DLY09337
FL25231,DLY09338
FL25233,DLY09339
FL25235,DLY09340
FL25236,DLY09341
FL25237,DLY09342
FL25239,DLY09343
FL25241,DLY09344
FL25242,DLY09345
FL25243,DLY09346
FL25246,DLY09347
FL25248,DLY09348
FL25250,DLY09349
FL25254,DLY09350
FL25257,DLY09351
FL25258,DLY09352
FL25259,DLY09353
FL25262,DLY09354
FL25264,DLY09355
FL25265,DLY09356
FL25267,DLY09357
FL25268,DLY09358
FL25269,DLY09359
FL25270,DLY09360
FL25271,DLY09361
FL25273,DLY09362
FL25274,DLY09363
FL25275,DLY09364
FL25277,DLY09365
FL25282,DLY09366
FL25283,DLY09367
FL25284,DLY09368
FL25286,DLY09369
FL25287,DLY09370
FL25291,DLY09371
FL25292,DLY09372
FL25295,DLY09373
FL25296,DLY09374
FL25303,DLY09375
FL25309,DLY09376
FL25311,DLY09377
FL25314,DLY09378
FL25315,DLY09379
FL25316,DLY09380
FL25318,DLY09381
FL25319,DLY09382
FL25321,DLY09383
FL25322,DLY09384
FL25324,DLY09385
FL25325,DLY09386
FL25326,DLY09387
FL25328,DLY09388
FL25330,DLY09389
FL25332,DLY09390
FL25333,DLY09391
FL25335,DLY09392
FL25336,DLY09393
FL25341,DLY09394
FL25342,DLY09395
FL25343,DLY09396
FL25348,DLY09397
FL25350,DLY09398
FL25351,DLY09399
FL25353,DLY09400
FL25356,DLY09401
FL25357,DLY09402
FL25358,DLY09403
FL25362,DLY09404
FL25363,DLY09405
FL25367,DLY09406
FL25368,DLY09407
FL25369,DLY09408
FL25372,DLY09409
FL25374,DLY09410
FL25376,DLY09411
FL25377,DLY09412
FL25380,DLY09413
FL25381,DLY09414
FL25382,DLY09415
FL25383,DLY09416
FL25389,DLY09417
FL25390,DLY09418
FL25392,DLY09419
FL25393,DLY09420
FL25396,DLY09421
FL25399,DLY09422
FL25400,DLY09423
FL25401,DLY09424
FL25403,DLY09425
FL25404,DLY09426
FL25407,DLY09427
FL25408,DLY09428
FL25412,DLY09429
FL25416,DLY09430
FL25419,DLY09431
FL25421,DLY09432
FL25424,DLY09433
FL25426,DLY09434
FL25429,DLY09435
FL25430,DLY09436
FL25431,DLY09437
FL25433,DLY09438
FL25434,DLY09439
FL25436,DLY09440
FL25439,DLY09441
FL25441,DLY09442
FL25443,DLY09443
FL25446,DLY09444
FL25447,DLY09445
FL25448,DLY09446
FL25449,DLY09447
FL25452,DLY09448
FL25457,DLY09449
FL25458,DLY09450
FL25463,DLY09451
FL25466,DLY09452
FL25468,DLY09453
FL25469,DLY09454
FL25470,DLY09455
FL25473,DLY09456
FL25474,DLY09457
FL25476,DLY09458
FL25477,DLY09459
FL25479,DLY09460
FL25480,DLY09461
FL25484,DLY09462
FL25485,DLY09463
FL25486,DLY09464
FL25488,DLY09465
FL25489,DLY09466
FL25490,DLY09467
FL25491,DLY09468
FL25500,DLY09469
FL25501,DLY09470
FL25504,DLY09471
FL25517,DLY09472
FL25519,DLY09473
FL25520,DLY09474
FL25522,DLY09475
FL25523,DLY09476
FL25526,DLY09477
FL25528,DLY09478
FL25529,DLY09479
FL25532,DLY09480
FL25536,DLY09481
FL25537,DLY09482
FL25539,DLY09483
FL25541,DLY09484
FL25542,DLY09485
FL25543,DLY09486
FL25550,DLY09487
FL25557,DLY09488
FL25564,DLY09489
FL25568,DLY09490
FL25570,DLY09491
FL25571,DLY09492
FL25573,DLY09493
FL25576,DLY09494
FL25577,DLY09495
FL25582,DLY09496
FL25583,DLY09497
FL25584,DLY09498
FL25590,DLY09499
FL25602,DLY09500
FL25606,DLY09501
FL25607,DLY09502
FL25608,DLY09503
FL25610,DLY09504
FL25611,DLY09505
FL25613,DLY09506
FL25614,DLY09507
FL25615,DLY09508
FL25620,DLY09509
FL25623,DLY09510
FL25625,DLY09511
FL25630,DLY09512
FL25633,DLY09513
FL25635,DLY09514
FL25636,DLY09515
FL25638,DLY09516
FL25642,DLY09517
FL25643,DLY09518
FL25645,DLY09519
FL25666,DLY09520
FL25667,DLY09521
FL25672,DLY09522
FL25674,DLY09523
FL25677,DLY09524
FL25680,DLY09525
FL25681,DLY09526
FL25683,DLY09527
FL25686,DLY09528
FL25688,DLY09529
FL25692,DLY09530
FL25694,DLY09531
FL25697,DLY09532
FL25699,DLY09533
FL25701,DLY09534
FL25704,DLY09535
FL25706,DLY09536
FL25707,DLY09537
FL25708,DLY09538
FL25709,DLY09539
FL25710,DLY09540
FL25718,DLY09541
FL25720,DLY09542
FL25723,DLY09543
