:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL17145,EX615,AC1043,ExampleAir,DTW,SAN,2024-08-03T06:58:43,2024-08-03T09:00:52
FL17146,EX943,AC1043,ExampleAir,SAN,DEN,2024-08-03T09:49:52,2024-08-03T15:18:31
FL17147,EX962,AC1043,ExampleAir,DEN,ATL,2024-08-03T16:04:31,2024-08-03T17:10:43
FL17148,EX645,AC1043,ExampleAir,ATL,ORD,2024-08-03T18:14:43,2024-08-03T21:27:14
FL17149,EX764,AC1043,ExampleAir,ORD,DCA,2024-08-04T06:07:58,2024-08-04T11:30:25
FL17150,EX692,AC1043,ExampleAir,DCA,PDX,2024-08-04T12:19:25,2024-08-04T17:04:59
FL17151,EX397,AC1043,ExampleAir,PDX,DFW,2024-08-04T18:18:59,2024-08-04T22:28:34
FL17152,EX504,AC1043,ExampleAir,DFW,MIA,2024-08-05T08:22:50,2024-08-05T12:01:33
FL17153,EX762,AC1043,ExampleAir,MIA,BOS,2024-08-05T13:25:33,2024-08-05T17:56:12
FL17154,EX963,AC1043,ExampleAir,BOS,IAH,2024-08-05T19:06:12,2024-08-05T21:46:36
FL17155,EX707,AC1043,ExampleAir,IAH,MIA,2024-08-05T22:47:36,2024-08-06T01:35:28
FL17156,EX834,AC1043,ExampleAir,MIA,MEM,2024-08-06T02:25:28,2024-08-06T06:15:21
FL17157,EX188,AC1043,ExampleAir,MEM,LAX,2024-08-06T07:22:21,2024-08-06T11:30:44
FL17158,EX913,AC1043,ExampleAir,LAX,SLC,2024-08-06T07:41:59,2024-08-06T10:49:12
FL17159,EX847,AC1043,ExampleAir,SLC,SEA,2024-08-06T11:46:12,2024-08-06T14:47:41
FL17160,EX169,AC1043,ExampleAir,SEA,IND,2024-08-06T15:41:41,2024-08-06T19:07:41
FL17161,EX652,AC1043,ExampleAir,IND,CLT,2024-08-06T20:32:41,2024-08-06T23:52:02
FL17162,EX294,AC1043,ExampleAir,CLT,IND,2024-08-07T00:50:02,2024-08-07T04:29:31
FL17163,EX590,AC1043,ExampleAir,IND,ORD,2024-08-07T05:50:31,2024-08-07T11:17:54
FL17164,EX572,AC1043,ExampleAir,ORD,ATL,2024-08-07T08:16:45,2024-08-07T10:09:31
FL17165,EX647,AC1043,ExampleAir,ATL,JFK,2024-08-07T11:36:31,2024-08-07T15:55:08
FL17166,EX394,AC1043,ExampleAir,JFK,IND,2024-08-07T17:04:08,2024-08-07T21:31:17
FL17167,EX950,AC1043,ExampleAir,IND,CLE,2024-08-07T22:33:17,2024-08-08T01:51:47
FL17168,EX171,AC1043,ExampleAir,CLE,JFK,2024-08-08T02:53:47,2024-08-08T08:02:06
FL17169,EX345,AC1043,ExampleAir,JFK,LAS,2024-08-08T08:50:06,2024-08-08T09:59:04
FL17170,EX495,AC1043,ExampleAir,LAS,BOS,2024-08-08T08:09:28,2024-08-08T13:16:19
FL17171,EX323,AC1043,ExampleAir,BOS,DEN,2024-08-08T14:40:19,2024-08-08T18:52:56
FL17172,EX306,AC1043,ExampleAir,DEN,MIA,2024-08-08T20:21:56,2024-08-09T00:12:09
FL17173,EX834,AC1043,ExampleAir,MIA,LAS,2024-08-09T01:04:09,2024-08-09T03:45:17
FL17174,EX675,AC1043,ExampleAir,LAS,JFK,2024-08-09T04:45:17,2024-08-09T08:38:33
FL17175,EX104,AC1043,ExampleAir,JFK,ORD,2024-08-09T09:36:33,2024-08-09T12:24:15
FL17176,EX952,AC1043,ExampleAir,ORD,MIA,2024-08-09T07:30:37,2024-08-09T11:34:40
FL17177,EX175,AC1043,ExampleAir,MIA,LAS,2024-08-09T13:01:40,2024-08-09T15:17:00
FL17178,EX401,AC1043,ExampleAir,LAS,DEN,2024-08-09T16:17:00,2024-08-09T18:13:40
FL17179,EX395,AC1043,ExampleAir,DEN,BWI,2024-08-10T08:24:26,2024-08-10T13:31:16
FL17180,EX321,AC1043,ExampleAir,BWI,SEA,2024-08-10T14:38:16,2024-08-10T18:32:55
FL17181,EX577,AC1043,ExampleAir,SEA,RDU,2024-08-10T19:24:55,2024-08-10T21:40:16
FL17182,EX474,AC1043,ExampleAir,RDU,STL,2024-08-10T22:55:16,2024-08-11T04:20:41
FL17183,EX324,AC1043,ExampleAir,STL,SEA,2024-08-11T05:40:41,2024-08-11T07:17:05
FL17184,EX525,AC1043,ExampleAir,SEA,DFW,2024-08-11T07:16:23,2024-08-11T10:23:44
FL17185,EX175,AC1043,ExampleAir,DFW,MIA,2024-08-11T11:19:44,2024-08-11T16:40:06
FL17186,EX992,AC1043,ExampleAir,MIA,SFO,2024-08-11T17:51:06,2024-08-11T20:29:40
FL17187,EX638,AC1043,ExampleAir,SFO,MSY,2024-08-11T21:25:40,2024-08-12T02:39:02
FL17188,EX846,AC1043,ExampleAir,MSY,MSP,2024-08-12T03:38:02,2024-08-12T06:40:58
FL17189,EX700,AC1043,ExampleAir,MSP,HNL,2024-08-12T07:50:58,2024-08-12T09:16:02
FL17190,EX948,AC1043,ExampleAir,HNL,DFW,2024-08-12T08:55:19,2024-08-12T12:00:16
FL17191,EX215,AC1043,ExampleAir,DFW,PHL,2024-08-12T12:57:16,2024-08-12T14:09:07
FL17192,EX119,AC1043,ExampleAir,PHL,DFW,2024-08-12T15:03:07,2024-08-12T17:42:24
FL17193,EX756,AC1043,ExampleAir,DFW,SFO,2024-08-13T06:10:04,2024-08-13T09:39:56
FL17194,EX176,AC1043,ExampleAir,SFO,SEA,2024-08-13T11:08:56,2024-08-13T15:41:34
FL17195,EX662,AC1043,ExampleAir,SEA,BOS,2024-08-13T16:36:34,2024-08-13T18:30:16
FL17196,EX661,AC1043,ExampleAir,BOS,BNA,2024-08-13T19:21:16,2024-08-14T00:35:37
FL17197,EX885,AC1043,ExampleAir,BNA,ORD,2024-08-14T01:24:37,2024-08-14T04:52:36
FL17198,EX944,AC1043,ExampleAir,ORD,ATL,2024-08-14T05:37:36,2024-08-14T06:46:09
FL17199,EX718,AC1043,ExampleAir,ATL,DFW,2024-08-14T08:19:24,2024-08-14T10:46:14
FL17200,EX163,AC1043,ExampleAir,DFW,JFK,2024-08-14T11:53:14,2024-08-14T15:19:17
FL17201,EX469,AC1043,ExampleAir,JFK,PDX,2024-08-14T16:46:17,2024-08-14T19:14:26
FL17202,EX604,AC1043,ExampleAir,PDX,MIA,2024-08-15T06:13:01,2024-08-15T10:40:36
FL17203,EX525,AC1043,ExampleAir,MIA,DCA,2024-08-15T12:06:36,2024-08-15T16:01:00
FL17204,EX155,AC1043,ExampleAir,DCA,PDX,2024-08-15T17:13:00,2024-08-15T21:04:41
FL17205,EX261,AC1043,ExampleAir,PDX,BOS,2024-08-16T07:33:36,2024-08-16T09:17:51
FL17206,EX681,AC1043,ExampleAir,BOS,DEN,2024-08-16T10:18:51,2024-08-16T14:51:30
FL17207,EX438,AC1043,ExampleAir,DEN,LAS,2024-08-16T16:11:30,2024-08-16T18:37:33
FL17208,EX391,AC1043,ExampleAir,LAS,PDX,2024-08-16T19:25:33,2024-08-16T23:58:56
FL17209,EX867,AC1043,ExampleAir,PDX,CLT,2024-08-17T00:52:56,2024-08-17T05:33:12
FL17210,EX231,AC1043,ExampleAir,CLT,ATL,2024-08-17T06:38:12,2024-08-17T11:07:46
FL17211,EX446,AC1043,ExampleAir,ATL,LAX,2024-08-17T07:56:22,2024-08-17T10:26:29
FL17212,EX855,AC1043,ExampleAir,LAX,PHL,2024-08-17T11:53:29,2024-08-17T15:47:33
FL17213,EX632,AC1043,ExampleAir,PHL,MCI,2024-08-17T17:03:33,2024-08-17T21:46:27
FL17214,EX590,AC1043,ExampleAir,MCI,ATL,2024-08-17T22:50:27,2024-08-18T00:30:54
FL17215,EX214,AC1043,ExampleAir,ATL,SEA,2024-08-18T08:31:06,2024-08-18T10:11:45
FL17216,EX913,AC1043,ExampleAir,SEA,MSP,2024-08-18T11:22:45,2024-08-18T13:11:01
FL17217,EX612,AC1043,ExampleAir,MSP,SFO,2024-08-18T14:37:01,2024-08-18T19:10:00
FL17218,EX497,AC1043,ExampleAir,SFO,BOS,2024-08-18T20:13:00,2024-08-19T00:48:11
FL17219,EX103,AC1043,ExampleAir,BOS,PHL,2024-08-19T01:33:11,2024-08-19T05:08:04
FL17220,EX792,AC1043,ExampleAir,PHL,RDU,2024-08-19T05:57:04,2024-08-19T09:20:10
FL17221,EX766,AC1043,ExampleAir,RDU,DFW,2024-08-19T07:49:00,2024-08-19T11:02:28
FL17222,EX926,AC1043,ExampleAir,DFW,BOS,2024-08-19T12:27:28,2024-08-19T14:24:56
FL17223,EX990,AC1043,ExampleAir,BOS,DFW,2024-08-19T15:30:56,2024-08-19T20:38:32
FL17224,EX159,AC1043,ExampleAir,DFW,SMF,2024-08-20T08:08:52,2024-08-20T11:31:49
FL17225,EX621,AC1043,ExampleAir,SMF,MIA,2024-08-20T12:58:49,2024-08-20T15:58:56
FL17226,EX317,AC1043,ExampleAir,MIA,SAN,2024-08-20T17:10:56,2024-08-20T21:42:25
FL17227,EX540,AC1043,ExampleAir,SAN,SMF,2024-08-21T06:11:52,2024-08-21T08:15:21
FL17228,EX490,AC1043,ExampleAir,SMF,BWI,2024-08-21T09:30:21,2024-08-21T11:21:44
FL17229,EX491,AC1043,ExampleAir,BWI,ORD,2024-08-21T12:33:44,2024-08-21T16:45:38
FL17230,EX543,AC1043,ExampleAir,ORD,DFW,2024-08-21T18:14:38,2024-08-21T19:21:47
FL17231,EX924,AC1043,ExampleAir,DFW,ABQ,2024-08-21T20:50:47,2024-08-22T01:42:26
FL17232,EX302,AC1043,ExampleAir,ABQ,DFW,2024-08-22T02:27:26,2024-08-22T06:44:00
FL17233,EX903,AC1043,ExampleAir,DFW,SFO,2024-08-22T07:57:16,2024-08-22T10:09:59
FL17234,EX927,AC1043,ExampleAir,SFO,IND,2024-08-22T11:37:59,2024-08-22T13:10:07
FL17235,EX583,AC1043,ExampleAir,IND,PIT,2024-08-22T14:18:07,2024-08-22T17:19:51
FL17236,EX602,AC1043,ExampleAir,PIT,ORD,2024-08-23T08:02:20,2024-08-23T13:00:39
FL17237,EX626,AC1043,ExampleAir,ORD,BWI,2024-08-23T14:27:39,2024-08-23T17:22:10
FL17238,EX895,AC1043,ExampleAir,BWI,BOS,2024-08-23T18:30:10,2024-08-23T21:18:49
FL17239,EX258,AC1043,ExampleAir,BOS,ORD,2024-08-23T22:38:49,2024-08-24T03:32:53
FL17240,EX562,AC1043,ExampleAir,ORD,SFO,2024-08-24T04:42:53,2024-08-24T08:32:12
FL17241,EX837,AC1043,ExampleAir,SFO,DCA,2024-08-24T09:56:12,2024-08-24T13:33:25
FL17242,EX573,AC1043,ExampleAir,DCA,IND,2024-08-24T06:23:33,2024-08-24T09:44:12
FL17243,EX162,AC1043,ExampleAir,IND,LAS,2024-08-24T11:11:12,2024-08-24T14:45:36
FL17244,EX714,AC1043,ExampleAir,LAS,SFO,2024-08-24T16:14:36,2024-08-24T17:30:55
FL17245,EX139,AC1043,ExampleAir,SFO,MKE,2024-08-24T18:46:55,2024-08-24T21:53:24
FL17246,EX930,AC1043,ExampleAir,MKE,IAH,2024-08-24T22:44:24,2024-08-25T00:38:35
FL17247,EX818,AC1043,ExampleAir,IAH,JFK,2024-08-25T08:06:50,2024-08-25T10:58:42
FL17248,EX180,AC1043,ExampleAir,JFK,SMF,2024-08-25T11:51:42,2024-08-25T15:08:15
FL17249,EX301,AC1043,ExampleAir,SMF,SEA,2024-08-25T16:01:15,2024-08-25T20:48:50
FL17250,EX823,AC1043,ExampleAir,SEA,SFO,2024-08-25T22:04:50,2024-08-26T02:43:43
FL17251,EX437,AC1043,ExampleAir,SFO,JFK,2024-08-26T03:56:43,2024-08-26T06:48:28
FL17252,EX651,AC1043,ExampleAir,JFK,MIA,2024-08-26T08:01:28,2024-08-26T09:18:26
FL17253,EX138,AC1043,ExampleAir,MIA,PDX,2024-08-26T07:48:32,2024-08-26T12:04:18
FL17254,EX865,AC1043,ExampleAir,PDX,BNA,2024-08-26T13:21:18,2024-08-26T17:36:31
FL17255,EX372,AC1043,ExampleAir,BNA,BOS,2024-08-26T18:58:31,2024-08-26T21:41:47
FL17256,EX139,AC1043,ExampleAir,BOS,DEN,2024-08-26T22:39:47,2024-08-27T00:39:46
FL17257,EX182,AC1043,ExampleAir,DEN,PHX,2024-08-27T07:45:22,2024-08-27T12:18:19
FL17258,EX470,AC1043,ExampleAir,PHX,LAX,2024-08-27T13:45:19,2024-08-27T19:02:48
FL17259,EX404,AC1043,ExampleAir,LAX,BOS,2024-08-27T20:07:48,2024-08-28T01:21:08
FL17260,EX435,AC1043,ExampleAir,BOS,CLE,2024-08-28T06:39:42,2024-08-28T11:17:12
FL17261,EX451,AC1043,ExampleAir,CLE,JFK,2024-08-28T12:24:12,2024-08-28T16:39:55
FL17262,EX540,AC1043,ExampleAir,JFK,LAX,2024-08-28T17:52:55,2024-08-28T19:14:37
FL17263,EX173,AC1043,ExampleAir,LAX,DFW,2024-08-28T20:09:37,2024-08-28T23:34:11
FL17264,EX903,AC1043,ExampleAir,DFW,JFK,2024-08-29T01:01:11,2024-08-29T03:37:43
FL17265,EX827,AC1043,ExampleAir,JFK,SLC,2024-08-29T04:52:43,2024-08-29T05:55:10
FL17266,EX402,AC1043,ExampleAir,SLC,ORD,2024-08-29T07:27:20,2024-08-29T11:38:33
FL17267,EX191,AC1043,ExampleAir,ORD,DCA,2024-08-29T12:40:33,2024-08-29T16:37:25
FL17268,EX518,AC1043,ExampleAir,DCA,IAH,2024-08-29T17:31:25,2024-08-29T22:47:36
FL17269,EX799,AC1043,ExampleAir,IAH,PIT,2024-08-30T07:33:13,2024-08-30T11:46:41
FL17270,EX347,AC1043,ExampleAir,PIT,SFO,2024-08-30T12:47:41,2024-08-30T16:18:04
FL17271,EX649,AC1043,ExampleAir,SFO,ORD,2024-08-30T17:15:04,2024-08-30T18:45:34
FL17272,EX877,AC1043,ExampleAir,ORD,ATL,2024-08-30T19:33:34,2024-08-30T21:19:07
FL17273,EX201,AC1043,ExampleAir,ATL,PDX,2024-08-31T07:05:15,2024-08-31T11:45:32
FL17274,EX434,AC1043,ExampleAir,PDX,SEA,2024-08-31T12:31:32,2024-08-31T16:04:57
FL17275,EX613,AC1043,ExampleAir,SEA,LAX,2024-08-31T17:24:57,2024-08-31T21:13:59
FL17276,EX363,AC1043,ExampleAir,LAX,ATL,2024-09-01T07:58:37,2024-09-01T13:26:09
FL17277,EX229,AC1043,ExampleAir,ATL,IAH,2024-09-01T14:41:09,2024-09-01T16:47:06
FL17278,EX769,AC1043,ExampleAir,IAH,MIA,2024-09-01T17:37:06,2024-09-01T20:21:23
FL17279,EX465,AC1043,ExampleAir,MIA,ORD,2024-09-02T07:00:37,2024-09-02T12:29:52
FL17280,EX339,AC1043,ExampleAir,ORD,IND,2024-09-02T13:15:52,2024-09-02T14:26:42
FL17281,EX637,AC1043,ExampleAir,IND,SEA,2024-09-02T15:12:42,2024-09-02T20:12:07
FL17282,EX683,AC1043,ExampleAir,SEA,ABQ,2024-09-02T21:24:07,2024-09-02T23:01:28
FL17283,EX358,AC1043,ExampleAir,ABQ,BOS,2024-09-02T23:51:28,2024-09-03T02:23:17
FL17284,EX455,AC1043,ExampleAir,BOS,PDX,2024-09-03T03:22:17,2024-09-03T05:29:16
FL17285,EX996,AC1043,ExampleAir,PDX,DCA,2024-09-03T08:39:19,2024-09-03T13:12:46
FL17286,EX664,AC1043,ExampleAir,DCA,SMF,2024-09-03T14:32:46,2024-09-03T19:30:28
FL17287,EX579,AC1043,ExampleAir,SMF,ATL,2024-09-03T20:47:28,2024-09-03T23:56:08
FL17288,EX823,AC1043,ExampleAir,ATL,DFW,2024-09-04T06:06:35,2024-09-04T07:35:59
FL17289,EX173,AC1043,ExampleAir,DFW,BWI,2024-09-04T08:26:59,2024-09-04T13:11:45
FL17290,EX353,AC1043,ExampleAir,BWI,MIA,2024-09-04T14:04:45,2024-09-04T17:36:35
FL17291,EX474,AC1043,ExampleAir,MIA,IAH,2024-09-04T18:23:35,2024-09-04T21:15:00
FL17292,EX943,AC1043,ExampleAir,IAH,JAX,2024-09-05T06:09:21,2024-09-05T08:08:42
FL17293,EX888,AC1043,ExampleAir,JAX,HNL,2024-09-05T09:14:42,2024-09-05T11:19:50
FL17294,EX187,AC1043,ExampleAir,HNL,BOS,2024-09-05T12:13:50,2024-09-05T13:28:54
FL17295,EX661,AC1043,ExampleAir,BOS,DEN,2024-09-06T07:49:19,2024-09-06T10:58:57
FL17296,EX614,AC1043,ExampleAir,DEN,DFW,2024-09-06T11:46:57,2024-09-06T16:32:21
FL17297,EX391,AC1043,ExampleAir,DFW,HNL,2024-09-06T17:42:21,2024-09-06T23:02:13
FL17298,EX388,AC1043,ExampleAir,HNL,ATL,2024-09-07T00:22:13,2024-09-07T02:33:18
FL17299,EX174,AC1043,ExampleAir,ATL,JFK,2024-09-07T03:36:18,2024-09-07T07:24:38
FL17300,EX691,AC1043,ExampleAir,JFK,ORD,2024-09-07T07:51:54,2024-09-07T09:06:54
FL17301,EX840,AC1043,ExampleAir,ORD,CLT,2024-09-07T09:51:54,2024-09-07T14:08:41
FL17302,EX516,AC1043,ExampleAir,CLT,SFO,2024-09-07T15:22:41,2024-09-07T18:03:50
FL17303,EX789,AC1043,ExampleAir,SFO,PIT,2024-09-07T19:00:50,2024-09-07T20:55:27
FL17304,EX481,AC1043,ExampleAir,PIT,LAX,2024-09-07T22:11:27,2024-09-07T23:24:15
FL17305,EX830,AC1043,ExampleAir,LAX,IND,2024-09-08T06:21:30,2024-09-08T11:15:51
FL17306,EX629,AC1043,ExampleAir,IND,SJC,2024-09-08T12:09:51,2024-09-08T16:17:16
FL17307,EX892,AC1043,ExampleAir,SJC,IAD,2024-09-08T17:47:16,2024-09-08T21:57:35
FL17308,EX139,AC1043,ExampleAir,IAD,SEA,2024-09-09T07:27:04,2024-09-09T09:59:30
FL17309,EX726,AC1043,ExampleAir,SEA,PDX,2024-09-09T11:18:30,2024-09-09T13:13:48
FL17310,EX828,AC1043,ExampleAir,PDX,IND,2024-09-09T14:03:48,2024-09-09T19:10:49
FL17311,EX381,AC1043,ExampleAir,IND,SFO,2024-09-10T07:24:21,2024-09-10T08:42:59
FL17312,EX326,AC1043,ExampleAir,SFO,BOS,2024-09-10T09:49:59,2024-09-10T12:29:15
FL17313,EX338,AC1043,ExampleAir,BOS,LAX,2024-09-10T13:40:15,2024-09-10T15:22:12
FL17314,EX356,AC1043,ExampleAir,LAX,SMF,2024-09-10T16:12:12,2024-09-10T20:49:16
FL17315,EX141,AC1043,ExampleAir,SMF,IAD,2024-09-11T07:07:29,2024-09-11T08:26:50
FL17316,EX192,AC1043,ExampleAir,IAD,JAX,2024-09-11T09:52:50,2024-09-11T11:41:11
FL17317,EX372,AC1043,ExampleAir,JAX,SEA,2024-09-11T12:51:11,2024-09-11T15:50:25
FL17318,EX798,AC1043,ExampleAir,SEA,DTW,2024-09-11T16:47:25,2024-09-11T21:31:04
FL17319,EX784,AC1043,ExampleAir,DTW,AUS,2024-09-11T22:58:04,2024-09-12T03:19:31
FL17320,EX322,AC1043,ExampleAir,AUS,LAX,2024-09-12T06:34:07,2024-09-12T09:58:18
FL17321,EX131,AC1043,ExampleAir,LAX,SFO,2024-09-12T11:05:18,2024-09-12T13:57:15
FL17322,EX820,AC1043,ExampleAir,SFO,RDU,2024-09-12T15:20:15,2024-09-12T19:31:06
FL17323,EX723,AC1043,ExampleAir,RDU,IAH,2024-09-12T20:43:06,2024-09-12T23:15:30
FL17324,EX578,AC1043,ExampleAir,IAH,MIA,2024-09-13T00:11:30,2024-09-13T01:35:21
FL17325,EX738,AC1043,ExampleAir,MIA,DCA,2024-09-13T06:36:18,2024-09-13T09:50:25
FL17326,EX816,AC1043,ExampleAir,DCA,MCI,2024-09-13T10:51:25,2024-09-13T15:43:45
FL17327,EX460,AC1043,ExampleAir,MCI,JAX,2024-09-13T16:35:45,2024-09-13T21:18:20
FL17328,EX646,AC1043,ExampleAir,JAX,SFO,2024-09-13T22:45:20,2024-09-14T03:53:36
FL17329,EX773,AC1043,ExampleAir,SFO,DEN,2024-09-14T06:45:44,2024-09-14T08:44:32
FL17330,EX979,AC1043,ExampleAir,DEN,ORD,2024-09-14T09:54:32,2024-09-14T11:28:01
FL17331,EX314,AC1043,ExampleAir,ORD,IAD,2024-09-14T12:56:01,2024-09-14T16:03:56
FL17332,EX663,AC1043,ExampleAir,IAD,LAX,2024-09-14T17:18:56,2024-09-14T21:13:34
FL17333,EX667,AC1043,ExampleAir,LAX,MIA,2024-09-14T22:13:34,2024-09-15T01:25:06
FL17334,EX974,AC1043,ExampleAir,MIA,SLC,2024-09-15T07:54:48,2024-09-15T13:23:33
FL17335,EX376,AC1043,ExampleAir,SLC,JAX,2024-09-15T14:50:33,2024-09-15T17:55:59
FL17336,EX825,AC1043,ExampleAir,JAX,IND,2024-09-15T18:43:59,2024-09-15T23:44:08
FL17337,EX201,AC1043,ExampleAir,IND,DFW,2024-09-16T00:30:08,2024-09-16T04:59:15
FL17338,EX618,AC1043,ExampleAir,DFW,JFK,2024-09-16T06:13:15,2024-09-16T10:24:59
FL17339,EX151,AC1043,ExampleAir,JFK,ORD,2024-09-16T07:43:34,2024-09-16T13:11:31
FL17340,EX434,AC1043,ExampleAir,ORD,MEM,2024-09-16T14:04:31,2024-09-16T15:33:58
FL17341,EX810,AC1043,ExampleAir,MEM,PDX,2024-09-16T16:46:58,2024-09-16T20:07:24
FL17342,EX314,AC1043,ExampleAir,PDX,DEN,2024-09-16T21:36:24,2024-09-17T01:21:17
FL17343,EX780,AC1043,ExampleAir,DEN,AUS,2024-09-17T02:45:17,2024-09-17T04:15:32
FL17344,EX478,AC1043,ExampleAir,AUS,MIA,2024-09-17T08:19:16,2024-09-17T13:35:28
FL17345,EX299,AC1043,ExampleAir,MIA,SEA,2024-09-17T14:39:28,2024-09-17T17:20:31
FL17346,EX812,AC1043,ExampleAir,SEA,MIA,2024-09-17T18:13:31,2024-09-17T22:58:53
FL17347,EX254,AC1043,ExampleAir,MIA,AUS,2024-09-18T00:13:53,2024-09-18T05:22:18
FL17348,EX302,AC1043,ExampleAir,AUS,DFW,2024-09-18T06:26:18,2024-09-18T07:59:19
FL17349,EX208,AC1043,ExampleAir,DFW,IND,2024-09-18T09:27:19,2024-09-18T12:40:02
FL17350,EX941,AC1043,ExampleAir,IND,DFW,2024-09-18T08:16:35,2024-09-18T11:26:45
FL17351,EX554,AC1043,ExampleAir,DFW,BWI,2024-09-18T12:15:45,2024-09-18T16:58:18
FL17352,EX735,AC1043,ExampleAir,BWI,ORD,2024-09-18T17:59:18,2024-09-18T23:13:12
FL17353,EX254,AC1043,ExampleAir,ORD,LAX,2024-09-19T00:10:12,2024-09-19T03:39:40
FL17354,EX842,AC1043,ExampleAir,LAX,SFO,2024-09-19T06:20:48,2024-09-19T08:03:21
FL17355,EX592,AC1043,ExampleAir,SFO,PHX,2024-09-19T09:20:21,2024-09-19T10:41:35
FL17356,EX666,AC1043,ExampleAir,PHX,DEN,2024-09-19T11:41:35,2024-09-19T14:34:54
FL17357,EX553,AC1043,ExampleAir,DEN,STL,2024-09-19T16:01:54,2024-09-19T18:46:00
FL17358,EX406,AC1043,ExampleAir,STL,CLT,2024-09-20T08:19:10,2024-09-20T13:45:10
FL17359,EX154,AC1043,ExampleAir,CLT,IAD,2024-09-20T15:09:10,2024-09-20T17:36:47
FL17360,EX286,AC1043,ExampleAir,IAD,SMF,2024-09-20T18:35:47,2024-09-20T22:51:10
FL17361,EX642,AC1043,ExampleAir,SMF,MSP,2024-09-21T07:20:48,2024-09-21T10:51:05
FL17362,EX631,AC1043,ExampleAir,MSP,DEN,2024-09-21T11:38:05,2024-09-21T15:36:36
FL17363,EX353,AC1043,ExampleAir,DEN,ABQ,2024-09-21T16:44:36,2024-09-21T21:13:37
FL17364,EX894,AC1043,ExampleAir,ABQ,ORD,2024-09-21T21:59:37,2024-09-22T00:14:17
FL17365,EX281,AC1043,ExampleAir,ORD,PIT,2024-09-22T01:25:17,2024-09-22T06:05:53
FL17366,EX271,AC1043,ExampleAir,PIT,SLC,2024-09-22T08:02:20,2024-09-22T10:00:52
FL17367,EX448,AC1043,ExampleAir,SLC,IAH,2024-09-22T10:50:52,2024-09-22T13:44:47
FL17368,EX101,AC1043,ExampleAir,IAH,SEA,2024-09-22T14:35:47,2024-09-22T17:17:42
FL17369,EX645,AC1043,ExampleAir,SEA,MKE,2024-09-22T18:26:42,2024-09-22T19:54:13
FL17370,EX805,AC1043,ExampleAir,MKE,ORD,2024-09-23T07:56:41,2024-09-23T10:14:29
FL17371,EX954,AC1043,ExampleAir,ORD,MSP,2024-09-23T11:41:29,2024-09-23T16:20:33
FL17372,EX534,AC1043,ExampleAir,MSP,LAX,2024-09-23T17:22:33,2024-09-23T21:20:03
FL17373,EX670,AC1043,ExampleAir,LAX,BOS,2024-09-23T22:18:03,2024-09-24T02:29:24
FL17374,EX972,AC1043,ExampleAir,BOS,BWI,2024-09-24T03:46:24,2024-09-24T09:03:12
FL17375,EX969,AC1043,ExampleAir,BWI,PDX,2024-09-24T09:55:12,2024-09-24T13:10:40
FL17376,EX905,AC1043,ExampleAir,PDX,SEA,2024-09-24T08:34:26,2024-09-24T10:09:45
FL17377,EX583,AC1043,ExampleAir,SEA,TPA,2024-09-24T11:29:45,2024-09-24T16:45:35
FL17378,EX894,AC1043,ExampleAir,TPA,SAN,2024-09-24T17:39:35,2024-09-24T21:46:29
FL17379,EX566,AC1043,ExampleAir,SAN,DCA,2024-09-24T23:01:29,2024-09-25T00:02:34
FL17380,EX688,AC1043,ExampleAir,DCA,LAX,2024-09-25T08:03:42,2024-09-25T12:47:59
FL17381,EX940,AC1043,ExampleAir,LAX,BNA,2024-09-25T13:42:59,2024-09-25T17:56:02
FL17382,EX284,AC1043,ExampleAir,BNA,SEA,2024-09-25T18:56:02,2024-09-25T23:24:03
FL17383,EX505,AC1043,ExampleAir,SEA,MIA,2024-09-26T08:36:34,2024-09-26T13:51:04
FL17384,EX313,AC1043,ExampleAir,MIA,HNL,2024-09-26T14:47:04,2024-09-26T17:48:24
FL17385,EX654,AC1043,ExampleAir,HNL,DEN,2024-09-26T18:36:24,2024-09-26T19:38:46
FL17386,EX936,AC1043,ExampleAir,DEN,RDU,2024-09-26T20:57:46,2024-09-27T00:05:31
FL17387,EX897,AC1043,ExampleAir,RDU,DEN,2024-09-27T01:33:31,2024-09-27T05:17:32
FL17388,EX781,AC1043,ExampleAir,DEN,PIT,2024-09-27T06:21:32,2024-09-27T10:48:35
FL17389,EX599,AC1043,ExampleAir,PIT,ATL,2024-09-27T08:47:17,2024-09-27T13:44:12
FL17390,EX841,AC1043,ExampleAir,ATL,MSY,2024-09-27T14:52:12,2024-09-27T19:32:47
FL17391,EX266,AC1043,ExampleAir,MSY,SFO,2024-09-27T20:19:47,2024-09-27T23:33:50
FL17392,EX839,AC1043,ExampleAir,SFO,IAH,2024-09-28T00:48:50,2024-09-28T03:59:17
FL17393,EX680,AC1043,ExampleAir,IAH,SEA,2024-09-28T05:24:17,2024-09-28T07:09:48
FL17394,EX227,AC1043,ExampleAir,SEA,SFO,2024-09-28T07:56:48,2024-09-28T10:19:28
FL17395,EX275,AC1043,ExampleAir,SFO,MSY,2024-09-28T08:12:12,2024-09-28T11:09:57
FL17396,EX242,AC1043,ExampleAir,MSY,SLC,2024-09-28T12:06:57,2024-09-28T15:40:06
FL17397,EX696,AC1043,ExampleAir,SLC,MIA,2024-09-28T16:31:06,2024-09-28T20:58:56
FL17398,EX380,AC1043,ExampleAir,MIA,JFK,2024-09-28T22:16:56,2024-09-28T23:51:30
