:ID(Delay),cause,minutes
DLY07731,Weather,107
DLY07732,Carrier,54
DLY07733,NAS,65
DLY07734,Maintenance,225
DLY07735,Weather,166
DLY07736,Carrier,10
DLY07737,Maintenance,128
DLY07738,Carrier,45
DLY07739,Weather,52
DLY07740,Weather,53
DLY07741,Carrier,42
DLY07742,Weather,114
DLY07743,Weather,169
DLY07744,Weather,161
DLY07745,NAS,19
DLY07746,NAS,59
DLY07747,Weather,40
DLY07748,Carrier,13
DLY07749,Carrier,37
DLY07750,Weather,81
DLY07751,NAS,53
DLY07752,NAS,68
DLY07753,Weather,157
DLY07754,NAS,72
DLY07755,NAS,83
DLY07756,Carrier,34
DLY07757,Maintenance,220
DLY07758,Carrier,23
DLY07759,Weather,128
DLY07760,Maintenance,151
DLY07761,Carrier,27
DLY07762,NAS,37
DLY07763,Carrier,22
DLY07764,Carrier,53
DLY07765,Weather,119
DLY07766,NAS,28
DLY07767,Weather,151
DLY07768,Carrier,16
DLY07769,Weather,178
DLY07770,NAS,20
DLY07771,NAS,88
DLY07772,Maintenance,161
DLY07773,Carrier,50
DLY07774,Weather,22
DLY07775,Weather,24
DLY07776,Carrier,30
DLY07777,Weather,67
DLY07778,Weather,77
DLY07779,NAS,28
DLY07780,NAS,21
DLY07781,Maintenance,121
DLY07782,Maintenance,44
DLY07783,Carrier,20
DLY07784,Carrier,20
DLY07785,Weather,91
DLY07786,Maintenance,129
DLY07787,Maintenance,230
DLY07788,Maintenance,229
DLY07789,NAS,82
DLY07790,Carrier,55
DLY07791,Weather,129
DLY07792,NAS,64
DLY07793,Carrier,10
DLY07794,Carrier,28
DLY07795,NAS,27
DLY07796,Weather,166
DLY07797,NAS,28
DLY07798,NAS,79
DLY07799,Maintenance,33
DLY07800,Maintenance,240
DLY07801,Carrier,27
DLY07802,Weather,57
DLY07803,Maintenance,49
DLY07804,Weather,149
DLY07805,Maintenance,188
DLY07806,Maintenance,233
DLY07807,NAS,54
DLY07808,Maintenance,84
DLY07809,Maintenance,96
DLY07810,Weather,30
DLY07811,Maintenance,232
DLY07812,Maintenance,85
DLY07813,Weather,105
DLY07814,Maintenance,98
DLY07815,Weather,86
DLY07816,Weather,108
DLY07817,NAS,25
DLY07818,Carrier,43
DLY07819,Maintenance,57
DLY07820,NAS,46
DLY07821,NAS,48
DLY07822,NAS,69
DLY07823,Maintenance,232
DLY07824,Weather,86
DLY07825,Weather,55
DLY07826,Carrier,41
DLY07827,Carrier,41
DLY07828,Weather,76
DLY07829,Maintenance,113
DLY07830,Maintenance,120
DLY07831,Maintenance,116
DLY07832,NAS,74
DLY07833,Maintenance,43
DLY07834,Maintenance,223
DLY07835,Weather,175
DLY07836,Carrier,29
DLY07837,NAS,41
DLY07838,NAS,21
DLY07839,NAS,68
DLY07840,NAS,33
DLY07841,NAS,75
DLY07842,NAS,21
DLY07843,Maintenance,82
DLY07844,Weather,38
DLY07845,Weather,48
DLY07846,NAS,61
DLY07847,Maintenance,119
DLY07848,Weather,90
DLY07849,Weather,113
DLY07850,Weather,25
DLY07851,Maintenance,52
DLY07852,NAS,57
DLY07853,Maintenance,158
DLY07854,Weather,162
DLY07855,NAS,19
DLY07856,Maintenance,231
DLY07857,Maintenance,148
DLY07858,NAS,59
DLY07859,Weather,26
DLY07860,Maintenance,135
DLY07861,NAS,83
DLY07862,Weather,118
DLY07863,Carrier,55
DLY07864,Carrier,28
DLY07865,Weather,126
DLY07866,Weather,28
DLY07867,Weather,88
DLY07868,Weather,96
DLY07869,Maintenance,176
DLY07870,Weather,131
DLY07871,NAS,16
DLY07872,Carrier,29
DLY07873,Carrier,37
DLY07874,NAS,62
DLY07875,Maintenance,138
DLY07876,Weather,102
DLY07877,Weather,171
DLY07878,Weather,34
DLY07879,Weather,23
DLY07880,Weather,180
DLY07881,Weather,126
DLY07882,NAS,87
DLY07883,NAS,90
DLY07884,NAS,61
DLY07885,Weather,68
DLY07886,Maintenance,101
DLY07887,Carrier,27
DLY07888,NAS,49
DLY07889,Weather,58
DLY07890,NAS,80
DLY07891,Weather,50
DLY07892,NAS,73
DLY07893,Weather,93
DLY07894,Weather,22
DLY07895,Maintenance,220
DLY07896,Maintenance,108
DLY07897,Carrier,27
DLY07898,Maintenance,75
DLY07899,Weather,126
DLY07900,NAS,76
DLY07901,Maintenance,238
DLY07902,NAS,69
DLY07903,Weather,103
DLY07904,Weather,153
DLY07905,Maintenance,164
DLY07906,Maintenance,201
DLY07907,Weather,76
DLY07908,Carrier,11
DLY07909,Carrier,43
DLY07910,Weather,134
DLY07911,NAS,86
DLY07912,Carrier,15
DLY07913,Weather,27
DLY07914,Weather,80
DLY07915,Weather,32
DLY07916,Weather,85
DLY07917,Carrier,54
DLY07918,Weather,138
DLY07919,Carrier,25
DLY07920,Weather,158
DLY07921,Weather,74
DLY07922,NAS,24
DLY07923,Carrier,27
DLY07924,Carrier,10
DLY07925,Weather,163
DLY07926,Weather,139
DLY07927,Maintenance,140
DLY07928,Carrier,57
DLY07929,Weather,77
DLY07930,Carrier,25
DLY07931,NAS,87
DLY07932,NAS,59
DLY07933,Weather,97
DLY07934,Carrier,25
DLY07935,Maintenance,66
DLY07936,Maintenance,34
DLY07937,Maintenance,93
DLY07938,Weather,69
DLY07939,NAS,87
DLY07940,Maintenance,159
DLY07941,NAS,23
DLY07942,Weather,101
DLY07943,NAS,69
DLY07944,NAS,20
DLY07945,Weather,118
DLY07946,Carrier,54
DLY07947,Maintenance,96
DLY07948,NAS,36
DLY07949,NAS,89
DLY07950,Carrier,38
DLY07951,Weather,54
DLY07952,Weather,28
DLY07953,Carrier,24
DLY07954,Maintenance,107
DLY07955,Maintenance,150
DLY07956,Weather,87
DLY07957,Weather,67
DLY07958,Weather,155
DLY07959,NAS,88
DLY07960,Carrier,43
DLY07961,Carrier,33
DLY07962,Weather,96
DLY07963,Maintenance,36
DLY07964,NAS,66
DLY07965,Carrier,52
DLY07966,Maintenance,46
DLY07967,Carrier,48
DLY07968,Weather,144
DLY07969,Weather,73
DLY07970,NAS,18
DLY07971,Carrier,18
DLY07972,Weather,86
DLY07973,Carrier,13
DLY07974,Carrier,50
DLY07975,NAS,19
DLY07976,Carrier,29
DLY07977,NAS,49
DLY07978,Maintenance,224
DLY07979,Weather,98
DLY07980,NAS,68
DLY07981,NAS,46
DLY07982,Maintenance,239
DLY07983,Maintenance,78
DLY07984,Carrier,48
DLY07985,Weather,155
DLY07986,Weather,45
DLY07987,Weather,43
DLY07988,NAS,45
DLY07989,Maintenance,185
DLY07990,Carrier,12
DLY07991,NAS,76
DLY07992,Maintenance,192
DLY07993,Carrier,12
DLY07994,Weather,177
DLY07995,Maintenance,219
DLY07996,NAS,51
DLY07997,Weather,69
DLY07998,NAS,33
DLY07999,Maintenance,98
DLY08000,Maintenance,132
DLY08001,Maintenance,233
DLY08002,Weather,110
DLY08003,NAS,72
DLY08004,Maintenance,95
DLY08005,Weather,74
DLY08006,Weather,164
DLY08007,Weather,127
DLY08008,Weather,150
DLY08009,Weather,56
DLY08010,Weather,133
DLY08011,Carrier,21
DLY08012,Carrier,55
DLY08013,Weather,86
DLY08014,NAS,63
DLY08015,Carrier,31
DLY08016,Weather,28
DLY08017,Weather,169
DLY08018,Carrier,19
DLY08019,Maintenance,126
DLY08020,Maintenance,158
DLY08021,Weather,62
DLY08022,Weather,91
DLY08023,Weather,44
DLY08024,Weather,68
DLY08025,Weather,80
DLY08026,NAS,50
DLY08027,Maintenance,156
DLY08028,Carrier,55
DLY08029,Maintenance,68
DLY08030,Weather,52
DLY08031,Weather,73
DLY08032,NAS,19
DLY08033,Maintenance,215
DLY08034,NAS,39
DLY08035,Maintenance,213
DLY08036,NAS,62
DLY08037,Weather,148
DLY08038,Weather,72
DLY08039,Weather,43
DLY08040,Maintenance,65
DLY08041,Maintenance,36
DLY08042,Maintenance,123
DLY08043,Weather,71
DLY08044,Carrier,16
DLY08045,Carrier,40
DLY08046,Weather,100
DLY08047,Weather,20
DLY08048,Maintenance,227
DLY08049,Carrier,19
DLY08050,Weather,159
DLY08051,NAS,47
DLY08052,Weather,81
DLY08053,NAS,32
DLY08054,Maintenance,164
DLY08055,NAS,83
DLY08056,NAS,67
DLY08057,Carrier,34
DLY08058,NAS,27
DLY08059,Weather,140
DLY08060,Carrier,24
DLY08061,Maintenance,77
DLY08062,Carrier,45
DLY08063,NAS,70
DLY08064,Carrier,53
DLY08065,Weather,52
DLY08066,NAS,43
DLY08067,Maintenance,151
DLY08068,Weather,151
DLY08069,Weather,138
DLY08070,Weather,136
DLY08071,NAS,26
DLY08072,Weather,74
DLY08073,Maintenance,202
DLY08074,Weather,55
DLY08075,Carrier,50
DLY08076,Carrier,28
DLY08077,NAS,88
DLY08078,Maintenance,203
DLY08079,Maintenance,95
DLY08080,Weather,137
DLY08081,NAS,16
DLY08082,Weather,108
DLY08083,Maintenance,129
DLY08084,Weather,29
DLY08085,Maintenance,121
DLY08086,Maintenance,117
DLY08087,Weather,154
DLY08088,Maintenance,133
DLY08089,NAS,45
DLY08090,NAS,18
DLY08091,Carrier,13
DLY08092,Maintenance,31
DLY08093,NAS,79
DLY08094,Maintenance,120
DLY08095,NAS,15
DLY08096,Maintenance,71
DLY08097,Weather,53
DLY08098,Carrier,15
DLY08099,Maintenance,135
DLY08100,NAS,42
DLY08101,Carrier,55
DLY08102,Weather,146
DLY08103,NAS,46
DLY08104,Weather,56
DLY08105,Maintenance,149
DLY08106,NAS,72
DLY08107,Carrier,33
DLY08108,Carrier,35
DLY08109,Carrier,45
DLY08110,Carrier,49
DLY08111,NAS,37
DLY08112,Maintenance,42
DLY08113,NAS,19
DLY08114,Maintenance,67
DLY08115,NAS,29
DLY08116,Carrier,15
DLY08117,Carrier,35
DLY08118,Maintenance,121
DLY08119,Weather,102
DLY08120,Weather,74
DLY08121,NAS,15
DLY08122,Weather,153
DLY08123,Weather,69
DLY08124,NAS,58
DLY08125,Weather,166
DLY08126,Weather,138
DLY08127,Weather,103
DLY08128,Maintenance,90
DLY08129,Weather,84
DLY08130,Weather,178
DLY08131,Carrier,53
DLY08132,Maintenance,96
DLY08133,Maintenance,141
DLY08134,Maintenance,220
DLY08135,Weather,52
DLY08136,Weather,117
DLY08137,Weather,21
DLY08138,Weather,28
DLY08139,Weather,65
DLY08140,Weather,136
DLY08141,NAS,60
DLY08142,Carrier,34
DLY08143,Weather,143
DLY08144,NAS,15
DLY08145,NAS,29
DLY08146,Weather,123
DLY08147,Maintenance,203
DLY08148,NAS,43
DLY08149,Weather,154
DLY08150,NAS,79
DLY08151,NAS,18
DLY08152,Maintenance,190
DLY08153,Weather,82
DLY08154,NAS,48
DLY08155,Carrier,27
DLY08156,NAS,34
DLY08157,Weather,22
DLY08158,Weather,175
DLY08159,Weather,122
DLY08160,Carrier,20
DLY08161,Carrier,10
DLY08162,NAS,47
DLY08163,Carrier,43
DLY08164,Carrier,22
DLY08165,Maintenance,217
DLY08166,NAS,37
DLY08167,NAS,34
DLY08168,Maintenance,129
DLY08169,Weather,32
DLY08170,Carrier,35
DLY08171,NAS,41
DLY08172,Weather,24
DLY08173,Weather,147
DLY08174,NAS,69
DLY08175,Carrier,30
DLY08176,NAS,17
DLY08177,Weather,119
DLY08178,NAS,30
DLY08179,Carrier,21
DLY08180,NAS,31
DLY08181,NAS,50
DLY08182,NAS,71
DLY08183,Maintenance,192
DLY08184,Maintenance,83
DLY08185,Carrier,55
DLY08186,NAS,45
DLY08187,Maintenance,37
DLY08188,Maintenance,214
DLY08189,NAS,23
DLY08190,Weather,124
DLY08191,Maintenance,76
DLY08192,Carrier,53
DLY08193,Weather,119
DLY08194,NAS,33
DLY08195,NAS,27
DLY08196,Weather,90
DLY08197,Weather,151
DLY08198,Weather,89
DLY08199,Carrier,50
DLY08200,NAS,67
DLY08201,Maintenance,131
DLY08202,NAS,60
DLY08203,Weather,133
DLY08204,NAS,45
DLY08205,NAS,70
DLY08206,Carrier,24
DLY08207,Carrier,44
DLY08208,Maintenance,229
DLY08209,Maintenance,39
DLY08210,Weather,61
DLY08211,Maintenance,76
DLY08212,Carrier,20
DLY08213,Maintenance,184
DLY08214,NAS,83
DLY08215,Maintenance,59
DLY08216,Carrier,24
DLY08217,Weather,172
DLY08218,NAS,47
DLY08219,Maintenance,74
DLY08220,Weather,60
DLY08221,Weather,99
DLY08222,NAS,61
DLY08223,Weather,172
DLY08224,NAS,87
DLY08225,Weather,91
DLY08226,Carrier,36
DLY08227,Maintenance,122
DLY08228,Maintenance,39
DLY08229,Maintenance,38
DLY08230,Weather,122
DLY08231,Carrier,49
DLY08232,Weather,160
DLY08233,Carrier,20
DLY08234,Maintenance,162
DLY08235,Weather,56
DLY08236,Maintenance,46
DLY08237,Carrier,33
DLY08238,NAS,36
DLY08239,Weather,171
DLY08240,Maintenance,116
DLY08241,Weather,121
DLY08242,Maintenance,70
DLY08243,NAS,68
DLY08244,Maintenance,176
DLY08245,Weather,124
DLY08246,Maintenance,72
DLY08247,Carrier,39
DLY08248,NAS,75
DLY08249,NAS,38
DLY08250,Weather,89
DLY08251,Maintenance,55
DLY08252,Maintenance,132
DLY08253,Maintenance,236
DLY08254,Carrier,47
DLY08255,Weather,124
DLY08256,Weather,146
DLY08257,Weather,90
DLY08258,Maintenance,124
DLY08259,Carrier,55
DLY08260,Maintenance,95
DLY08261,Weather,82
DLY08262,Weather,103
DLY08263,Weather,21
DLY08264,NAS,32
DLY08265,Maintenance,189
DLY08266,Weather,69
DLY08267,Weather,133
DLY08268,NAS,76
DLY08269,Maintenance,194
DLY08270,Carrier,23
DLY08271,Maintenance,61
DLY08272,Weather,169
DLY08273,NAS,72
DLY08274,Carrier,21
DLY08275,Weather,36
DLY08276,Maintenance,34
DLY08277,Carrier,21
DLY08278,Weather,91
DLY08279,NAS,75
DLY08280,Weather,110
DLY08281,Weather,123
DLY08282,Weather,46
DLY08283,Maintenance,162
DLY08284,Carrier,56
DLY08285,NAS,86
DLY08286,Carrier,25
DLY08287,Weather,67
DLY08288,Maintenance,104
DLY08289,Weather,167
DLY08290,NAS,59
DLY08291,Carrier,57
DLY08292,Maintenance,45
DLY08293,NAS,60
DLY08294,Maintenance,186
DLY08295,Carrier,45
DLY08296,NAS,20
DLY08297,Maintenance,140
DLY08298,NAS,32
DLY08299,NAS,31
DLY08300,NAS,35
DLY08301,Weather,44
DLY08302,NAS,61
DLY08303,Weather,26
DLY08304,Carrier,55
DLY08305,NAS,76
DLY08306,Weather,46
DLY08307,NAS,90
DLY08308,Carrier,28
DLY08309,NAS,38
DLY08310,Carrier,21
DLY08311,Maintenance,31
DLY08312,Maintenance,219
DLY08313,Weather,54
DLY08314,Maintenance,240
DLY08315,NAS,86
DLY08316,NAS,49
DLY08317,Carrier,52
DLY08318,NAS,51
DLY08319,Maintenance,219
DLY08320,Weather,47
DLY08321,NAS,31
DLY08322,NAS,84
DLY08323,NAS,17
DLY08324,Maintenance,179
DLY08325,Maintenance,129
DLY08326,NAS,62
DLY08327,Maintenance,59
DLY08328,Weather,89
DLY08329,Carrier,29
DLY08330,Weather,29
DLY08331,Weather,83
DLY08332,Weather,21
DLY08333,Carrier,35
DLY08334,NAS,49
DLY08335,Weather,45
DLY08336,Weather,64
DLY08337,Maintenance,77
DLY08338,Maintenance,233
DLY08339,Carrier,36
DLY08340,Carrier,17
DLY08341,NAS,20
DLY08342,NAS,76
DLY08343,Maintenance,60
DLY08344,Weather,133
DLY08345,Carrier,51
DLY08346,Weather,21
DLY08347,Weather,115
DLY08348,Carrier,35
DLY08349,NAS,34
DLY08350,NAS,74
DLY08351,Weather,66
DLY08352,Weather,103
DLY08353,Weather,40
DLY08354,NAS,59
DLY08355,NAS,56
DLY08356,NAS,79
DLY08357,NAS,61
DLY08358,Weather,22
DLY08359,Carrier,13
DLY08360,NAS,53
DLY08361,Weather,48
DLY08362,Carrier,37
DLY08363,Carrier,22
DLY08364,Maintenance,109
DLY08365,Maintenance,236
DLY08366,NAS,21
DLY08367,Weather,77
DLY08368,Maintenance,238
DLY08369,NAS,83
DLY08370,Carrier,25
DLY08371,Weather,162
DLY08372,Carrier,32
DLY08373,Maintenance,206
DLY08374,Weather,58
DLY08375,NAS,62
DLY08376,Weather,82
DLY08377,Carrier,51
DLY08378,Weather,43
DLY08379,Carrier,12
DLY08380,Maintenance,82
DLY08381,NAS,19
DLY08382,Maintenance,44
DLY08383,Maintenance,111
DLY08384,Weather,83
DLY08385,Weather,29
DLY08386,Weather,35
DLY08387,Weather,34
DLY08388,Weather,61
DLY08389,Weather,56
DLY08390,Weather,129
DLY08391,NAS,55
DLY08392,Weather,123
DLY08393,NAS,67
DLY08394,Weather,21
DLY08395,Maintenance,142
DLY08396,Carrier,20
DLY08397,Carrier,16
DLY08398,Maintenance,35
DLY08399,NAS,78
DLY08400,Carrier,23
DLY08401,Maintenance,106
DLY08402,Maintenance,63
DLY08403,Weather,176
DLY08404,Weather,113
DLY08405,NAS,50
DLY08406,Maintenance,179
DLY08407,Maintenance,226
DLY08408,NAS,57
DLY08409,Carrier,13
DLY08410,NAS,23
DLY08411,Weather,134
DLY08412,NAS,21
DLY08413,NAS,62
DLY08414,Carrier,23
DLY08415,Maintenance,236
DLY08416,Weather,158
DLY08417,Weather,74
DLY08418,Weather,88
DLY08419,Weather,100
DLY08420,NAS,41
DLY08421,Weather,129
DLY08422,Carrier,10
DLY08423,Maintenance,47
DLY08424,Weather,79
DLY08425,Carrier,46
DLY08426,Carrier,19
DLY08427,NAS,36
DLY08428,Weather,133
DLY08429,Weather,153
DLY08430,Maintenance,52
DLY08431,Maintenance,219
DLY08432,NAS,87
DLY08433,NAS,89
DLY08434,NAS,41
DLY08435,NAS,39
DLY08436,NAS,87
DLY08437,Carrier,11
DLY08438,Weather,154
DLY08439,NAS,43
DLY08440,NAS,34
DLY08441,Weather,131
DLY08442,NAS,21
DLY08443,Weather,128
DLY08444,Maintenance,213
DLY08445,Maintenance,50
DLY08446,NAS,41
DLY08447,Carrier,53
DLY08448,Weather,43
DLY08449,NAS,61
DLY08450,Carrier,35
DLY08451,NAS,69
DLY08452,Weather,86
DLY08453,Maintenance,230
DLY08454,Maintenance,140
DLY08455,Maintenance,51
DLY08456,Maintenance,196
DLY08457,Weather,52
DLY08458,Carrier,21
DLY08459,Weather,41
DLY08460,NAS,50
DLY08461,NAS,25
DLY08462,Carrier,58
DLY08463,Weather,33
DLY08464,NAS,32
DLY08465,NAS,88
DLY08466,NAS,61
DLY08467,Weather,61
DLY08468,NAS,57
DLY08469,NAS,76
DLY08470,NAS,23
DLY08471,NAS,67
DLY08472,Maintenance,84
DLY08473,Weather,172
DLY08474,Weather,31
DLY08475,NAS,86
DLY08476,Maintenance,46
DLY08477,Weather,32
DLY08478,Carrier,16
DLY08479,Maintenance,125
DLY08480,Weather,26
DLY08481,Weather,180
DLY08482,Maintenance,139
DLY08483,Carrier,55
DLY08484,Weather,31
DLY08485,Carrier,29
DLY08486,Weather,63
DLY08487,NAS,16
DLY08488,Carrier,55
DLY08489,Carrier,25
DLY08490,Maintenance,213
DLY08491,Carrier,32
DLY08492,Weather,162
DLY08493,Weather,27
DLY08494,Weather,92
DLY08495,Carrier,30
DLY08496,NAS,27
DLY08497,NAS,53
DLY08498,Weather,100
DLY08499,Carrier,53
DLY08500,Maintenance,209
DLY08501,Maintenance,35
DLY08502,Maintenance,165
DLY08503,Weather,68
DLY08504,Maintenance,225
DLY08505,Weather,155
DLY08506,Weather,152
DLY08507,Carrier,29
DLY08508,Weather,160
DLY08509,Carrier,10
DLY08510,Weather,36
DLY08511,Weather,152
DLY08512,Maintenance,165
DLY08513,NAS,72
DLY08514,Weather,116
DLY08515,NAS,54
DLY08516,Weather,135
DLY08517,Maintenance,164
DLY08518,Weather,93
DLY08519,NAS,28
DLY08520,Maintenance,48
DLY08521,Weather,97
DLY08522,NAS,75
DLY08523,Maintenance,30
DLY08524,Weather,26
DLY08525,NAS,40
DLY08526,NAS,51
DLY08527,Carrier,49
DLY08528,Weather,113
DLY08529,Carrier,16
DLY08530,Weather,32
DLY08531,Weather,136
DLY08532,Maintenance,148
DLY08533,Maintenance,48
DLY08534,Weather,60
DLY08535,Weather,82
DLY08536,Maintenance,115
DLY08537,Weather,133
DLY08538,Maintenance,102
DLY08539,Weather,90
DLY08540,NAS,36
DLY08541,Carrier,32
DLY08542,Weather,87
DLY08543,Maintenance,129
DLY08544,Weather,104
DLY08545,Weather,150
DLY08546,Weather,174
DLY08547,Weather,177
DLY08548,Maintenance,193
DLY08549,Weather,122
DLY08550,Carrier,36
DLY08551,Weather,173
DLY08552,Maintenance,240
DLY08553,Maintenance,45
DLY08554,Maintenance,161
DLY08555,NAS,52
DLY08556,Maintenance,185
DLY08557,NAS,48
DLY08558,NAS,27
DLY08559,NAS,64
DLY08560,Weather,28
DLY08561,Weather,72
DLY08562,NAS,30
DLY08563,Carrier,52
DLY08564,Weather,156
DLY08565,Weather,180
DLY08566,NAS,52
DLY08567,NAS,43
DLY08568,Maintenance,106
DLY08569,Weather,179
DLY08570,Maintenance,147
DLY08571,Weather,113
DLY08572,NAS,81
DLY08573,NAS,31
DLY08574,Carrier,44
DLY08575,NAS,29
DLY08576,Maintenance,120
DLY08577,Weather,172
DLY08578,Maintenance,88
DLY08579,NAS,37
DLY08580,NAS,17
DLY08581,NAS,16
DLY08582,Weather,125
DLY08583,Weather,33
DLY08584,Weather,111
DLY08585,Weather,149
DLY08586,Carrier,19
DLY08587,Weather,128
DLY08588,Maintenance,120
DLY08589,NAS,66
DLY08590,Maintenance,121
DLY08591,Maintenance,196
DLY08592,Weather,29
DLY08593,NAS,56
DLY08594,Carrier,43
DLY08595,Maintenance,225
DLY08596,NAS,73
DLY08597,Carrier,18
DLY08598,Maintenance,148
DLY08599,Maintenance,231
DLY08600,Maintenance,32
DLY08601,Carrier,29
DLY08602,NAS,73
DLY08603,Maintenance,203
DLY08604,Weather,126
DLY08605,Maintenance,30
DLY08606,Maintenance,81
DLY08607,Maintenance,171
DLY08608,Weather,173
DLY08609,Carrier,30
DLY08610,Weather,108
DLY08611,NAS,70
DLY08612,Carrier,55
DLY08613,Weather,64
DLY08614,NAS,69
DLY08615,Weather,139
DLY08616,Maintenance,186
DLY08617,Weather,103
DLY08618,Weather,28
DLY08619,Weather,42
DLY08620,Maintenance,39
DLY08621,Weather,45
DLY08622,Maintenance,180
DLY08623,Maintenance,31
DLY08624,Maintenance,166
DLY08625,Maintenance,185
DLY08626,Carrier,27
DLY08627,NAS,65
DLY08628,Carrier,50
DLY08629,Maintenance,120
DLY08630,Carrier,48
DLY08631,Weather,99
DLY08632,Maintenance,180
DLY08633,Weather,179
DLY08634,Maintenance,30
DLY08635,NAS,67
DLY08636,Weather,81
DLY08637,Carrier,50
DLY08638,NAS,27
DLY08639,Weather,171
DLY08640,Maintenance,220
DLY08641,Carrier,22
DLY08642,Carrier,25
DLY08643,Maintenance,184
DLY08644,Maintenance,73
DLY08645,Maintenance,99
DLY08646,Carrier,25
DLY08647,Maintenance,81
DLY08648,Carrier,23
DLY08649,NAS,64
DLY08650,Carrier,45
DLY08651,NAS,56
DLY08652,Carrier,35
DLY08653,Carrier,26
DLY08654,Weather,96
DLY08655,Maintenance,237
DLY08656,NAS,68
DLY08657,Weather,115
DLY08658,Weather,106
DLY08659,NAS,69
DLY08660,NAS,73
DLY08661,NAS,22
DLY08662,Maintenance,117
DLY08663,Maintenance,164
DLY08664,Weather,178
DLY08665,Maintenance,161
DLY08666,Carrier,34
DLY08667,Carrier,42
DLY08668,Weather,179
DLY08669,NAS,49
DLY08670,NAS,61
DLY08671,Maintenance,108
DLY08672,Carrier,25
DLY08673,Weather,90
DLY08674,Carrier,46
DLY08675,Weather,177
DLY08676,NAS,71
DLY08677,Weather,82
DLY08678,Weather,112
DLY08679,Maintenance,39
DLY08680,NAS,28
DLY08681,NAS,48
DLY08682,Weather,58
DLY08683,Carrier,38
DLY08684,Weather,149
DLY08685,Maintenance,187
DLY08686,Weather,177
DLY08687,Carrier,60
DLY08688,NAS,73
DLY08689,Maintenance,106
DLY08690,Carrier,16
DLY08691,Weather,25
DLY08692,NAS,63
DLY08693,Carrier,13
DLY08694,Weather,144
DLY08695,Carrier,39
DLY08696,Carrier,37
DLY08697,Carrier,35
DLY08698,NAS,52
DLY08699,Maintenance,68
DLY08700,NAS,72
DLY08701,NAS,25
DLY08702,NAS,58
DLY08703,Carrier,33
DLY08704,Weather,121
DLY08705,Weather,148
DLY08706,Maintenance,78
DLY08707,Weather,173
DLY08708,Carrier,25
DLY08709,NAS,15
DLY08710,Weather,103
DLY08711,Maintenance,198
DLY08712,Maintenance,190
DLY08713,Weather,51
DLY08714,NAS,71
DLY08715,Carrier,18
DLY08716,Weather,164
DLY08717,Carrier,23
DLY08718,Maintenance,193
DLY08719,Maintenance,151
DLY08720,Weather,103
DLY08721,NAS,84
DLY08722,Weather,133
DLY08723,Maintenance,217
DLY08724,Weather,28
DLY08725,Maintenance,129
DLY08726,Weather,85
DLY08727,NAS,60
DLY08728,Carrier,20
DLY08729,NAS,29
DLY08730,Carrier,41
DLY08731,Carrier,25
DLY08732,Maintenance,108
DLY08733,NAS,52
DLY08734,Weather,68
DLY08735,Carrier,20
DLY08736,Maintenance,234
DLY08737,Weather,47
DLY08738,Weather,27
DLY08739,Weather,109
DLY08740,Weather,147
DLY08741,Weather,59
DLY08742,Weather,145
DLY08743,Carrier,59
DLY08744,Maintenance,186
DLY08745,Weather,154
DLY08746,Maintenance,144
DLY08747,Weather,32
DLY08748,NAS,42
DLY08749,NAS,23
DLY08750,Carrier,44
DLY08751,NAS,64
DLY08752,Weather,42
DLY08753,Weather,68
DLY08754,Carrier,25
DLY08755,Maintenance,31
DLY08756,Weather,151
DLY08757,Weather,67
DLY08758,Maintenance,66
DLY08759,Maintenance,175
DLY08760,Weather,112
DLY08761,Weather,65
DLY08762,NAS,20
DLY08763,NAS,34
DLY08764,Weather,148
DLY08765,Maintenance,51
DLY08766,NAS,72
DLY08767,Carrier,56
DLY08768,Weather,132
DLY08769,NAS,40
DLY08770,Carrier,27
DLY08771,Carrier,31
DLY08772,NAS,57
DLY08773,Carrier,35
DLY08774,NAS,66
DLY08775,NAS,56
DLY08776,Maintenance,191
DLY08777,Carrier,51
DLY08778,Carrier,12
DLY08779,Maintenance,136
DLY08780,Weather,29
DLY08781,Weather,147
DLY08782,Weather,40
DLY08783,Maintenance,155
DLY08784,Weather,173
DLY08785,Maintenance,87
DLY08786,Weather,82
DLY08787,NAS,16
DLY08788,Maintenance,42
DLY08789,Carrier,27
DLY08790,Weather,165
DLY08791,Weather,54
DLY08792,Weather,169
DLY08793,Maintenance,150
DLY08794,Maintenance,56
DLY08795,Maintenance,127
DLY08796,Maintenance,81
DLY08797,Weather,83
DLY08798,Carrier,39
DLY08799,Weather,47
DLY08800,NAS,42
DLY08801,Weather,92
DLY08802,Weather,141
DLY08803,Maintenance,123
DLY08804,Carrier,37
DLY08805,Carrier,52
DLY08806,Maintenance,78
DLY08807,Weather,47
DLY08808,Maintenance,75
DLY08809,Weather,156
DLY08810,NAS,45
DLY08811,Weather,166
DLY08812,NAS,82
DLY08813,Weather,60
DLY08814,Weather,88
DLY08815,NAS,47
DLY08816,Maintenance,140
DLY08817,Carrier,12
DLY08818,NAS,47
DLY08819,Maintenance,145
DLY08820,Weather,127
DLY08821,NAS,49
DLY08822,Maintenance,128
DLY08823,Carrier,59
DLY08824,Weather,43
DLY08825,Carrier,44
DLY08826,Weather,175
DLY08827,Maintenance,39
DLY08828,Weather,111
DLY08829,Maintenance,129
DLY08830,Weather,150
DLY08831,Maintenance,117
DLY08832,NAS,57
DLY08833,Carrier,16
DLY08834,Carrier,35
